kind,manifest_file,project_name,name,specifier,group,line
pyproject.toml,languages/python/project/langchain/libs/partners/ollama/pyproject.toml,langchain-ollama,pytest-socket,"pytest-socket>=0.7.0,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/ollama/pyproject.toml,langchain-ollama,pytest-watcher,"pytest-watcher>=0.4.3,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/ollama/pyproject.toml,langchain-ollama,syrupy,"syrupy>=4.9.1,<5.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/ollama/pyproject.toml,langchain-ollama,langchain-core,langchain-core,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/ollama/pyproject.toml,langchain-ollama,langchain-tests,langchain-tests,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/ollama/pyproject.toml,langchain-ollama,ruff,"ruff>=0.13.1,<0.14.0",group:lint,0
pyproject.toml,languages/python/project/langchain/libs/partners/ollama/pyproject.toml,langchain-ollama,langchain-core,langchain-core,group:dev,0
pyproject.toml,languages/python/project/langchain/libs/partners/ollama/pyproject.toml,langchain-ollama,mypy,"mypy>=1.17.1,<2.0.0",group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/ollama/pyproject.toml,langchain-ollama,langchain-core,langchain-core,group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,langchain-core,"langchain-core>=1.2.11,<2.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,openai,"openai>=1.109.1,<3.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,tiktoken,"tiktoken>=0.7.0,<1.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,pytest,"pytest>=7.3.0,<8.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,freezegun,"freezegun>=1.2.2,<2.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,pytest-mock,"pytest-mock>=3.10.0,<4.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,syrupy,"syrupy>=4.0.2,<5.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,pytest-watcher,"pytest-watcher>=0.3.4,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,pytest-asyncio,"pytest-asyncio>=0.21.1,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,pytest-cov,"pytest-cov>=4.1.0,<5.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,pytest-retry,"pytest-retry>=1.7.0,<1.8.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,pytest-socket,"pytest-socket>=0.6.0,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,pytest-xdist,"pytest-xdist>=3.6.1,<4.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,vcrpy,"vcrpy>=8.0.0,<9.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,numpy,numpy>=1.26.4; python_version<'3.13',group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,numpy,numpy>=2.1.0; python_version>='3.13',group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,langchain,langchain,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,langchain-core,langchain-core,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,langchain-tests,langchain-tests,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,ruff,"ruff>=0.13.1,<0.14.0",group:lint,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,langchain-core,langchain-core,group:dev,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,httpx,"httpx>=0.27.0,<1.0.0",group:test_integration,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,pillow,"pillow>=10.3.0,<12.0.0",group:test_integration,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,numpy,numpy>=1.26.4; python_version < '3.13',group:test_integration,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,numpy,numpy>=2.1.0; python_version >= '3.13',group:test_integration,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,mypy,"mypy>=1.17.1,<2.0.0",group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,types-tqdm,"types-tqdm>=4.66.0.5,<5.0.0.0",group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/openai/pyproject.toml,langchain-openai,langchain-core,langchain-core,group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,langchain-core,"langchain-core>=1.1.0,<2.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,perplexityai,perplexityai>=0.22.0,project,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,pytest,"pytest>=7.3.0,<8.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,freezegun,"freezegun>=1.2.2,<2.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,pytest-mock,"pytest-mock>=3.10.0,<4.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,syrupy,"syrupy>=4.0.2,<5.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,pytest-watcher,"pytest-watcher>=0.3.4,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,pytest-asyncio,"pytest-asyncio>=0.21.1,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,pytest-cov,"pytest-cov>=4.1.0,<5.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,pytest-retry,"pytest-retry>=1.7.0,<1.8.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,pytest-socket,"pytest-socket>=0.6.0,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,pytest-xdist,"pytest-xdist>=3.6.1,<4.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,langchain-core,langchain-core,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,langchain-tests,langchain-tests,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,ruff,"ruff>=0.13.1,<0.14.0",group:lint,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,langchain-core,langchain-core,group:dev,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,httpx,"httpx>=0.27.0,<1.0.0",group:test_integration,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,pillow,"pillow>=10.3.0,<12.0.0",group:test_integration,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,mypy,"mypy>=1.10.0,<2.0.0",group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,types-tqdm,"types-tqdm>=4.66.0.5,<5.0.0.0",group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/perplexity/pyproject.toml,langchain-perplexity,langchain-core,langchain-core,group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,qdrant-client,"qdrant-client>=1.15.1,<2.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,pydantic,"pydantic>=2.7.4,<3.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,langchain-core,"langchain-core>=1.0.0,<2.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,fastembed,"fastembed>=0.3.3,<1.0.0; python_version < ""3.13"" and python_version >= ""3.9""",optional:fastembed,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,pytest,"pytest>=7.3.0,<8.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,pytest-mock,"pytest-mock>=3.10.0,<4.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,pytest-watcher,"pytest-watcher>=0.3.4,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,pytest-asyncio,"pytest-asyncio>=0.21.1,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,pytest-socket,"pytest-socket>=0.7.0,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,pytest-benchmark,pytest-benchmark,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,freezegun,"freezegun>=1.2.2,<2.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,syrupy,"syrupy>=4.0.2,<5.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,requests,"requests>=2.31.0,<3.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,langchain-core,langchain-core,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,langchain-tests,langchain-tests,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,ruff,"ruff>=0.13.1,<0.14.0",group:lint,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,langchain-core,langchain-core,group:dev,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,mypy,"mypy>=1.10.0,<2.0.0",group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,simsimd,"simsimd>=6.0.0,<7.0.0",group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/qdrant/pyproject.toml,langchain-qdrant,langchain-core,langchain-core,group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,langchain-openai,"langchain-openai>=1.1.7,<2.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,langchain-core,"langchain-core>=1.2.7,<2.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,requests,"requests>=2.0.0,<3.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,aiohttp,"aiohttp>=3.9.1,<4.0.0",project,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,pytest,"pytest>=7.3.0,<8.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,pytest-mock,"pytest-mock>=3.10.0,<4.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,pytest-watcher,"pytest-watcher>=0.3.4,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,pytest-asyncio,"pytest-asyncio>=0.21.1,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,pytest-socket,"pytest-socket>=0.7.0,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,docarray,"docarray>=0.32.1,<1.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,freezegun,"freezegun>=1.2.2,<2.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,syrupy,"syrupy>=4.0.2,<5.0.0",group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,langchain-openai,langchain-openai,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,langchain-core,langchain-core,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,langchain-tests,langchain-tests,group:test,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,ruff,"ruff>=0.13.1,<0.14.0",group:lint,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,mypy,"mypy>=1.10.0,<2.0.0",group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,types-requests,"types-requests>=2.0.0,<3.0.0",group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,langchain-core,langchain-core,group:typing,0
pyproject.toml,languages/python/project/langchain/libs/partners/xai/pyproject.toml,langchain-xai,langchain-core,langchain-core,group:dev,0
