owner_module,owner_file,dep_module,dep_version,indirect,decl_type,source_line
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/cespare/xxhash/v2,v2.3.0,true,indirect,183
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/clbanning/mxj/v2,v2.7.0,true,indirect,184
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/containerd/containerd,v1.7.29,true,indirect,185
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/containerd/errdefs,v1.0.0,true,indirect,186
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/containerd/errdefs/pkg,v0.3.0,true,indirect,187
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/containerd/log,v0.1.0,true,indirect,188
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/containerd/platforms,v1.0.0-rc.1,true,indirect,189
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/coreos/go-semver,v0.3.1,true,indirect,190
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/cpuguy83/dockercfg,v0.3.1,true,indirect,191
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/davecgh/go-spew,v1.1.2-0.20180830191138-d8f796af33cc,true,indirect,192
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/deepmap/oapi-codegen,v1.9.1,true,indirect,193
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/desertbit/timer,v0.0.0-20180107155436-c41aec40b27f,true,indirect,194
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/dgryski/go-rendezvous,v0.0.0-20200823014737-9f7001d12a5f,true,indirect,195
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/dimchansky/utfbom,v1.1.1,true,indirect,196
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/distribution/reference,v0.6.0,true,indirect,197
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/dnsimple/dnsimple-go/v4,v4.0.0,true,indirect,198
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/docker/go-units,v0.5.0,true,indirect,199
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/emicklei/go-restful/v3,v3.13.0,true,indirect,200
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/evanphx/json-patch/v5,v5.9.11,true,indirect,201
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/exoscale/egoscale/v3,v3.1.33,true,indirect,202
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/fatih/color,v1.18.0,true,indirect,203
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/felixge/httpsnoop,v1.0.4,true,indirect,204
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/fxamacker/cbor/v2,v2.9.0,true,indirect,205
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/gabriel-vasile/mimetype,v1.4.3,true,indirect,206
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/ghodss/yaml,v1.0.0,true,indirect,207
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/gin-gonic/gin,v1.9.1,true,indirect,208
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-acme/alidns-20150109/v4,v4.7.0,true,indirect,209
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-acme/esa-20240910/v2,v2.44.0,true,indirect,210
github.com/traefik/traefik/v3,languages/go/project/traefik/go.mod,github.com/go-acme/jdcloud-sdk-go,v1.64.0,true,indirect,211
