ecosystem,name,version,direct,dev,purl,manifest
composer,sebastian/environment,8.0.3,false,true,pkg:composer/sebastian/environment@8.0.3,languages/php/project/coolify/composer.lock
composer,sebastian/exporter,7.0.2,false,true,pkg:composer/sebastian/exporter@7.0.2,languages/php/project/coolify/composer.lock
composer,sebastian/global-state,8.0.2,false,true,pkg:composer/sebastian/global-state@8.0.2,languages/php/project/coolify/composer.lock
composer,sebastian/lines-of-code,4.0.0,false,true,pkg:composer/sebastian/lines-of-code@4.0.0,languages/php/project/coolify/composer.lock
composer,sebastian/object-enumerator,7.0.0,false,true,pkg:composer/sebastian/object-enumerator@7.0.0,languages/php/project/coolify/composer.lock
composer,sebastian/object-reflector,5.0.0,false,true,pkg:composer/sebastian/object-reflector@5.0.0,languages/php/project/coolify/composer.lock
composer,sebastian/recursion-context,7.0.1,false,true,pkg:composer/sebastian/recursion-context@7.0.1,languages/php/project/coolify/composer.lock
composer,sebastian/type,6.0.3,false,true,pkg:composer/sebastian/type@6.0.3,languages/php/project/coolify/composer.lock
composer,sebastian/version,6.0.0,false,true,pkg:composer/sebastian/version@6.0.0,languages/php/project/coolify/composer.lock
composer,sentry/sentry,4.19.1,false,false,pkg:composer/sentry/sentry@4.19.1,languages/php/project/coolify/composer.lock
composer,sentry/sentry-laravel,4.20.0,true,false,pkg:composer/sentry/sentry-laravel@4.20.0,languages/php/project/coolify/composer.lock
composer,serversideup/spin,v3.1.1,true,true,pkg:composer/serversideup/spin@v3.1.1,languages/php/project/coolify/composer.lock
composer,socialiteproviders/authentik,5.2.0,true,false,pkg:composer/socialiteproviders/authentik@5.2.0,languages/php/project/coolify/composer.lock
composer,socialiteproviders/clerk,5.1.0,true,false,pkg:composer/socialiteproviders/clerk@5.1.0,languages/php/project/coolify/composer.lock
composer,socialiteproviders/discord,4.2.0,true,false,pkg:composer/socialiteproviders/discord@4.2.0,languages/php/project/coolify/composer.lock
composer,socialiteproviders/google,4.1.0,true,false,pkg:composer/socialiteproviders/google@4.1.0,languages/php/project/coolify/composer.lock
composer,socialiteproviders/infomaniak,4.0.0,true,false,pkg:composer/socialiteproviders/infomaniak@4.0.0,languages/php/project/coolify/composer.lock
composer,socialiteproviders/manager,v4.8.1,false,false,pkg:composer/socialiteproviders/manager@v4.8.1,languages/php/project/coolify/composer.lock
composer,socialiteproviders/microsoft-azure,5.2.0,true,false,pkg:composer/socialiteproviders/microsoft-azure@5.2.0,languages/php/project/coolify/composer.lock
composer,socialiteproviders/zitadel,4.2.0,true,false,pkg:composer/socialiteproviders/zitadel@4.2.0,languages/php/project/coolify/composer.lock
composer,spatie/backtrace,1.8.1,false,false,pkg:composer/spatie/backtrace@1.8.1,languages/php/project/coolify/composer.lock
composer,spatie/commonmark-shiki-highlighter,2.5.2,false,false,pkg:composer/spatie/commonmark-shiki-highlighter@2.5.2,languages/php/project/coolify/composer.lock
composer,spatie/error-solutions,1.1.3,false,true,pkg:composer/spatie/error-solutions@1.1.3,languages/php/project/coolify/composer.lock
composer,spatie/flare-client-php,1.10.1,false,true,pkg:composer/spatie/flare-client-php@1.10.1,languages/php/project/coolify/composer.lock
composer,spatie/ignition,1.15.1,false,true,pkg:composer/spatie/ignition@1.15.1,languages/php/project/coolify/composer.lock
composer,spatie/laravel-activitylog,4.10.2,true,false,pkg:composer/spatie/laravel-activitylog@4.10.2,languages/php/project/coolify/composer.lock
composer,spatie/laravel-data,4.18.0,true,false,pkg:composer/spatie/laravel-data@4.18.0,languages/php/project/coolify/composer.lock
composer,spatie/laravel-ignition,2.9.1,true,true,pkg:composer/spatie/laravel-ignition@2.9.1,languages/php/project/coolify/composer.lock
composer,spatie/laravel-markdown,2.7.1,true,false,pkg:composer/spatie/laravel-markdown@2.7.1,languages/php/project/coolify/composer.lock
composer,spatie/laravel-package-tools,1.92.7,false,false,pkg:composer/spatie/laravel-package-tools@1.92.7,languages/php/project/coolify/composer.lock
composer,spatie/laravel-ray,1.43.2,true,false,pkg:composer/spatie/laravel-ray@1.43.2,languages/php/project/coolify/composer.lock
composer,spatie/laravel-schemaless-attributes,2.5.1,true,false,pkg:composer/spatie/laravel-schemaless-attributes@2.5.1,languages/php/project/coolify/composer.lock
composer,spatie/macroable,2.0.0,false,false,pkg:composer/spatie/macroable@2.0.0,languages/php/project/coolify/composer.lock
composer,spatie/php-structure-discoverer,2.3.3,false,false,pkg:composer/spatie/php-structure-discoverer@2.3.3,languages/php/project/coolify/composer.lock
composer,spatie/ray,1.44.1,false,false,pkg:composer/spatie/ray@1.44.1,languages/php/project/coolify/composer.lock
composer,spatie/shiki-php,2.3.2,false,false,pkg:composer/spatie/shiki-php@2.3.2,languages/php/project/coolify/composer.lock
composer,spatie/url,2.4.0,true,false,pkg:composer/spatie/url@2.4.0,languages/php/project/coolify/composer.lock
composer,staabm/side-effects-detector,1.0.5,false,true,pkg:composer/staabm/side-effects-detector@1.0.5,languages/php/project/coolify/composer.lock
composer,stevebauman/purify,v6.3.1,true,false,pkg:composer/stevebauman/purify@v6.3.1,languages/php/project/coolify/composer.lock
composer,stripe/stripe-php,v16.6.0,true,false,pkg:composer/stripe/stripe-php@v16.6.0,languages/php/project/coolify/composer.lock
composer,symfony/clock,v8.0.0,false,false,pkg:composer/symfony/clock@v8.0.0,languages/php/project/coolify/composer.lock
composer,symfony/console,v7.4.3,false,false,pkg:composer/symfony/console@v7.4.3,languages/php/project/coolify/composer.lock
composer,symfony/css-selector,v8.0.0,false,false,pkg:composer/symfony/css-selector@v8.0.0,languages/php/project/coolify/composer.lock
composer,symfony/deprecation-contracts,v3.6.0,false,false,pkg:composer/symfony/deprecation-contracts@v3.6.0,languages/php/project/coolify/composer.lock
composer,symfony/error-handler,v7.4.0,false,false,pkg:composer/symfony/error-handler@v7.4.0,languages/php/project/coolify/composer.lock
composer,symfony/event-dispatcher,v8.0.0,false,false,pkg:composer/symfony/event-dispatcher@v8.0.0,languages/php/project/coolify/composer.lock
composer,symfony/event-dispatcher-contracts,v3.6.0,false,false,pkg:composer/symfony/event-dispatcher-contracts@v3.6.0,languages/php/project/coolify/composer.lock
composer,symfony/filesystem,v8.0.1,false,false,pkg:composer/symfony/filesystem@v8.0.1,languages/php/project/coolify/composer.lock
composer,symfony/finder,v7.4.3,false,false,pkg:composer/symfony/finder@v7.4.3,languages/php/project/coolify/composer.lock
composer,symfony/http-client,v7.4.3,true,true,pkg:composer/symfony/http-client@v7.4.3,languages/php/project/coolify/composer.lock
composer,symfony/http-client-contracts,v3.6.0,false,true,pkg:composer/symfony/http-client-contracts@v3.6.0,languages/php/project/coolify/composer.lock
composer,symfony/http-foundation,v7.4.3,false,false,pkg:composer/symfony/http-foundation@v7.4.3,languages/php/project/coolify/composer.lock
composer,symfony/http-kernel,v7.4.3,false,false,pkg:composer/symfony/http-kernel@v7.4.3,languages/php/project/coolify/composer.lock
composer,symfony/mailer,v7.4.3,false,false,pkg:composer/symfony/mailer@v7.4.3,languages/php/project/coolify/composer.lock
composer,symfony/mime,v7.4.0,false,false,pkg:composer/symfony/mime@v7.4.0,languages/php/project/coolify/composer.lock
composer,symfony/options-resolver,v8.0.0,false,false,pkg:composer/symfony/options-resolver@v8.0.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-ctype,v1.33.0,false,false,pkg:composer/symfony/polyfill-ctype@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-iconv,v1.33.0,false,false,pkg:composer/symfony/polyfill-iconv@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-intl-grapheme,v1.33.0,false,false,pkg:composer/symfony/polyfill-intl-grapheme@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-intl-idn,v1.33.0,false,false,pkg:composer/symfony/polyfill-intl-idn@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-intl-normalizer,v1.33.0,false,false,pkg:composer/symfony/polyfill-intl-normalizer@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-mbstring,v1.33.0,false,false,pkg:composer/symfony/polyfill-mbstring@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-php80,v1.33.0,false,false,pkg:composer/symfony/polyfill-php80@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-php83,v1.33.0,false,false,pkg:composer/symfony/polyfill-php83@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-php84,v1.33.0,false,false,pkg:composer/symfony/polyfill-php84@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-php85,v1.33.0,false,false,pkg:composer/symfony/polyfill-php85@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/polyfill-uuid,v1.33.0,false,false,pkg:composer/symfony/polyfill-uuid@v1.33.0,languages/php/project/coolify/composer.lock
composer,symfony/process,v7.4.3,false,false,pkg:composer/symfony/process@v7.4.3,languages/php/project/coolify/composer.lock
composer,symfony/psr-http-message-bridge,v7.4.0,false,false,pkg:composer/symfony/psr-http-message-bridge@v7.4.0,languages/php/project/coolify/composer.lock
composer,symfony/routing,v7.4.3,false,false,pkg:composer/symfony/routing@v7.4.3,languages/php/project/coolify/composer.lock
composer,symfony/service-contracts,v3.6.1,false,false,pkg:composer/symfony/service-contracts@v3.6.1,languages/php/project/coolify/composer.lock
composer,symfony/stopwatch,v8.0.0,false,false,pkg:composer/symfony/stopwatch@v8.0.0,languages/php/project/coolify/composer.lock
composer,symfony/string,v8.0.1,false,false,pkg:composer/symfony/string@v8.0.1,languages/php/project/coolify/composer.lock
composer,symfony/translation,v8.0.3,false,false,pkg:composer/symfony/translation@v8.0.3,languages/php/project/coolify/composer.lock
composer,symfony/translation-contracts,v3.6.1,false,false,pkg:composer/symfony/translation-contracts@v3.6.1,languages/php/project/coolify/composer.lock
